Template;Screen Name;Stance;SCM Shop;LoA;Equipment Type;World Level;Excluded;Item Set;Item Type;Rarity;Material;TN Stance;Req. Stat;Icon;Variants
sh_ra_m_c_r_l_stamp;Stamp Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_076;base
sh_ra_m_c_r_m_decrepit;Decrepit Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;;b_gui_ig_i_a_shd_072;base
sh_ra_m_c_r_m_rivet;Rivet Buckler;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_015;base
sh_ra_m_c_r_m_serrated;Serrated Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_020;base
sh_ra_m_c_r_m_strapped;Strapped Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_030;base
sh_ra_m_c_r_m_wreath;Wreath Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_069;base
sh_ra_m_g_o_r_s_fin;Tortoise Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_151;o_str
sh_ra_m_o_h_s_spine;Spine Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_051;base
sh_ra_m_o_r_m_cinder;Crimson Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_003;base
sh_ra_m_o_r_m_disc;Disc Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_043;base
sh_ra_m_o_r_m_frost;Frost Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_004;base
sh_ra_m_o_r_m_quad;Quad Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_044;base
sh_ra_m_o_r_m_shell;Shell Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_028;base
sh_ra_m_o_r_s_etched;Etched Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_065;base
sh_ra_w_c_c_m_strike;Strike Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_031;base
sh_ra_w_c_k_m_braced;Braced Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_054;base
sh_ra_w_c_k_s_pelt;Pelt Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;;b_gui_ig_i_a_shd_017;base
sh_ra_w_g_c_h_m_fin;Ordained Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_133;base, c_str, o_fin
sh_ra_w_g_c_k_l_fin;Forged Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_141;base, c_str, o_fin, o_str
sh_ra_w_g_c_k_m_fin;Clobber Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_136;base, c_mag, c_str, o_mag, o_str
sh_ra_w_g_c_r_m_fin;Forthright Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_129;base, o_fin, o_mag, o_str
sh_ra_w_g_c_r_s_fin;Impact Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_127;base, o_fin
sh_ra_w_g_o_k_m_fin;Clipper Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_137;base
sh_ra_w_g_o_t_l_avg;Savior Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_146;base, c_fin, c_mag, c_str, o_fin, o_str
sh_ra_w_o_k_m_haze;Haze Shield;Fighter;v_f_sh_s;;armor;;;;sh;rare;;;str;b_gui_ig_i_a_shd_087;base
sh_u_g_c_k_l_avg;Mystic Kite Shield;Fighter;v_f_sh_s;;armor;;excluded;;sh;;;;str;b_gui_ig_i_a_shd_084;base
sh_u_g_c_r_m_avg;Slat Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_080;
sh_u_g_c_r_s_avg;Stock Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_079;
sh_un_kite_ice;Ice Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_075;base
sh_un_m_c_h_m_mold;Mold Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_022;base
sh_un_m_o_c_m_parade;Parade Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_008;base
sh_un_m_o_c_m_vesicle;Vesicle Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_032;base
sh_un_m_o_h_s_horn;Horn Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_023;base
sh_un_m_o_h_s_ram;Ram Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_025;base
sh_un_m_o_k_m_dermal;Dermal Shield;Fighter;v_f_sh_s;;armor;;excluded;;sh;unique;;;str;b_gui_ig_i_a_shd_037;base
sh_un_m_o_k_m_guardian;Guardian Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_011;base
sh_un_m_o_k_m_maw;Maw Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_038;base
sh_un_m_o_k_m_sumbioum;Subioum Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_039;base
sh_un_m_o_r_m_aurora;Aurora Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_070;base
sh_un_m_o_r_m_canker;Canker Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_071;base
sh_un_m_o_r_m_chitin;Chitin Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_041;base
sh_un_m_o_r_m_fury;Fury Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_073;base
sh_un_m_o_r_m_spirit;Spirit Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_029;base
sh_un_m_o_r_m_turtle;Turtle Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_021;base
sh_un_w_o_h_m_beast;Beast Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_005;base
sh_un_w_o_k_m_crown;Crown Shield;Fighter;v_f_sh_s;;armor;;;;sh;unique;;;str;b_gui_ig_i_a_shd_088;base
sh_w_g_c_h_m_avg;Heater Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_103;base, c_mag, c_str, o_avg, o_mag, o_str
sh_w_g_c_k_l_avg;Large Kite Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_116;base, c_fin, c_str, o_avg, o_str
sh_w_g_c_k_m_avg;Kite Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_109;base, c_fin, c_mag, c_str, o_avg, o_mag, o_str
sh_w_g_c_r_m_avg;Wooden Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_081;base, c_mag, c_str, o_avg, o_fin, o_mag, o_str
sh_w_g_c_r_m_fun;Page Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;;b_gui_ig_i_a_shd_027;
sh_w_g_c_r_s_avg;Wooden Buckler;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_089;c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
sh_w_g_c_r_s_elm;Elm Buckler;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_064;base
sh_w_g_c_r_s_fun;Small Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;;b_gui_ig_i_a_shd_077;
sh_w_g_c_r_s_krohar;Krohar's Buckler;Fighter;v_f_sh_s;;armor;;excluded;;sh;;;;str;b_gui_ig_i_a_shd_093;base
sh_w_g_c_s_m_fun;Old Wooden Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_010;
sh_z_g_c_r_m_avg;Painted Shield;Fighter;v_f_sh_n;;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_082;
tongs;Tongs;;x_excluded;;armor;;excluded;;;;;;;b_gui_ig_i_w_msc_006;
bd_pl_f_g_c_death_knight;Death Knight Armour;Fighter;x_excluded;LoA;armor;;excluded;;bd;;pl;f;;;
bd_ch_f_g_c_avg_hassat_dsx;Hassat Fur Hauberk;Fighter;loa_f_bd;LoA;armor;;;;bd;;ch;f;str;b_gui_ig_i_a_pos_a2_203;base
bd_le_f_g_c_avg_zaurask_dsx;Zaurask Leather;Fighter;loa_f_bd;LoA;armor;;;;bd;;le;f;str;b_gui_ig_i_a_pos_a1_206;base
bd_ba_f_g_c_avg_hassat_dsx;Padded Hassat Armor;Fighter;loa_f_bd;LoA;armor;;;;bd;;ba;f;str;b_gui_ig_i_a_pos_a3_207;base
bd_le_f_g_c_avg_hassat_dsx;Hassat Hide Hauberk;Fighter;loa_f_bd;LoA;armor;;;;bd;;le;f;str;b_gui_ig_i_a_pos_a2_202;base
bd_ba_f_g_c_avg_zpad_dsx;Zaurask Padded Leather;Fighter;loa_f_bd;LoA;armor;;;;bd;;ba;f;str;b_gui_ig_i_a_pos_a5_204;base
bd_pl_f_g_c_avg_alloy_dsx;Articulated Alloy Armor;Fighter;loa_f_bd;LoA;armor;;;;bd;;pl;f;str;b_gui_ig_i_a_pos_a3_200;base
bd_le_f_g_c_avg_zcured_dsx;Zaurask Scalemail;Fighter;loa_f_bd;LoA;armor;;;;bd;;le;f;str;b_gui_ig_i_a_pos_a3_205;base
bd_pl_f_g_c_avg_utraean_dsx;Utraean Plate;Fighter;loa_f_bd;LoA;armor;;;;bd;;pl;f;str;b_gui_ig_i_a_pos_a9_241;base
bd_le_f_g_c_avg_dragon_dsx;Dragon Leather;Fighter;loa_f_bd;LoA;armor;;;;bd;;le;f;str;b_gui_ig_i_a_pos_a1_206;base
bd_le_f_g_c_avg_nemean_dsx;Nemean Hide;Fighter;loa_f_bd;LoA;armor;;;;bd;;le;f;str;b_gui_ig_i_a_pos_a2_202;base
bd_sc_f_g_c_avg_dragon_dsx;Dragon Scalemail;Fighter;loa_f_bd;LoA;armor;;;;bd;;sc;f;str;b_gui_ig_i_a_pos_a3_205;base
bd_bp_f_g_c_avg_alloy_dsx;Alloy Heavy Plate;Fighter;loa_f_bd;LoA;armor;;;;bd;;bp;f;str;b_gui_ig_i_a_pos_a9_201;base
bd_sl_f_g_c_avg_nemean_dsx;Nemean Armor;Fighter;loa_f_bd;LoA;armor;;;;bd;;sl;f;str;b_gui_ig_i_a_pos_a3_207;base
bd_pl_f_g_c_avg_alloy2_dsx;Transfused Plate;Fighter;loa_f_bd;LoA;armor;;;;bd;;pl;f;str;b_gui_ig_i_a_pos_a3_200;base
bd_pl_f_g_c_avg_dragon_dsx;Dragon Platemail;Fighter;loa_f_bd;LoA;armor;;;;bd;;pl;f;str;b_gui_ig_i_a_pos_a5_204;base
bd_bp_f_g_c_avg_utraean_dsx;Utraearch Battle Plate;Fighter;loa_f_bd;LoA;armor;;;;bd;;bp;f;str;b_gui_ig_i_a_pos_a9_241;base
bd_bp_f_g_c_avg_alloy2_dsx;Transcendent Plate;Fighter;loa_f_bd;LoA;armor;;;;bd;;bp;f;str;b_gui_ig_i_a_pos_a9_201;base
bd_le_m_g_c_avg_woven_dsx;Woven Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a4_239;base
bd_le_m_g_c_avg_spider_dsx;Spidersilk Hauberk;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a2_222;base
bd_le_m_g_c_avg_crmech_dsx;Crude Electric Plate;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a1_231;base
bd_le_m_g_c_avg_ltmech_dsx;Light Mechanized Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a3_234;base
bd_le_m_g_c_avg_beaded_dsx;Beaded Hauberk;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a2_226;base
bd_le_m_g_c_avg_woven_reinforced_dsx;Iron Thread Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a3_238;base
bd_le_m_g_c_avg_ceramic_dsx;Ceramic Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a4_224;base
bd_le_m_g_c_avg_mech_dsx;Mechanized Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a5_235;base
bd_le_m_g_c_avg_magesilk_dsx;Magesilk Shirt;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a2_222;base
bd_le_m_g_c_avg_recon_dsx;Light Recondite Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a1_231;base
bd_le_m_g_c_avg_beaded2_dsx;Patterned Hauberk;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a2_226;base
bd_le_m_g_c_avg_spider_framed_dsx;Framed Spidersilk Hauberk;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a5_223;base
bd_le_m_g_c_avg_hvmech_dsx;Heavy Mechanized Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a6_233;base
bd_pl_m_g_c_avg_hvelectric_dsx;Heavy Electric Plate;Mage;loa_m_bd;LoA;armor;;;;bd;;pl;m;int;b_gui_ig_i_a_pos_a9_232;base
bd_br_m_g_c_avg_recon_dsx;Recondite Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;br;m;int;b_gui_ig_i_a_pos_a5_235;base
bd_le_m_g_c_avg_ceramic2_dsx;Inscribed Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;le;m;int;b_gui_ig_i_a_pos_a4_224;base
bd_pl_m_g_c_avg_recon_dsx;Heavy Recondite Suit;Mage;loa_m_bd;LoA;armor;;;;bd;;pl;m;int;b_gui_ig_i_a_pos_a6_233;base
bd_bp_m_g_c_avg_recon_dsx;Recondite Battle Plate;Mage;loa_m_bd;LoA;armor;;;;bd;;bp;m;int;b_gui_ig_i_a_pos_a9_232;base
bd_br_r_g_c_avg_culeaf_dsx;Cured Leaf Hauberk;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a2_218;base
bd_br_r_g_c_avg_rubber_dsx;Fiber Suit;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a1_209;base
bd_br_r_g_c_avg_hassat_dsx;Hassat Skin Robe;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a2_229;base
bd_br_r_g_c_avg_bark_dsx;Bark Casing;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a8_215;base
bd_br_r_g_c_avg_flywing_dsx;Flywing Hauberk;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a4_213;base
bd_br_r_g_c_avg_laleaf_dsx;Lacquered Leaf Hauberk;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a2_216;base
bd_br_r_g_c_avg_zaurask_dsx;Zaurask Hide Robe;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a2_230;base
bd_br_r_g_c_avg_thessic_dsx;Thessic Suit;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a8_242;base
bd_br_r_g_c_avg_bug_dsx;Carapace Plate;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a9_211;base
bd_br_r_g_c_avg_knleaf_dsx;Knotted Leaf Hauberk;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a2_220;base
bd_br_r_g_c_avg_releaf_dsx;Reinforced Leaf Armor;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a2_217;base
bd_br_r_g_c_avg_artbug_dsx;Articulated Carapace Armor;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a3_212;base
bd_br_r_g_c_avg_hvrubber_dsx;Heavy Fiber Suit;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a2_210;base
bd_br_r_g_c_avg_chitter_dsx;Chitterskrag Armor;Ranger;loa_r_bd;LoA;armor;;;;bd;;br;r;dex;b_gui_ig_i_a_pos_a9_240;base
bd_pl_r_g_c_avg_flywing_dsx;Elaborate Flywing Plate;Ranger;loa_r_bd;LoA;armor;;;;bd;;pl;r;dex;b_gui_ig_i_a_pos_a5_214;base
bd_le_r_g_c_avg_arbor_dsx;Arboreal Suit;Ranger;loa_r_bd;LoA;armor;;;;bd;;le;r;dex;b_gui_ig_i_a_pos_a2_218;base
bd_sc_r_g_c_avg_exo_dsx;Exoskeleton Suit;Ranger;loa_r_bd;LoA;armor;;;;bd;;sc;r;dex;b_gui_ig_i_a_pos_a3_212;base
bd_ch_r_g_c_avg_arbor_dsx;Arboreal Armor;Ranger;loa_r_bd;LoA;armor;;;;bd;;ch;r;dex;b_gui_ig_i_a_pos_a2_217;base
bd_ba_r_g_c_avg_midnight_dsx;Midnight Suit;Ranger;loa_r_bd;LoA;armor;;;;bd;;ba;r;dex;b_gui_ig_i_a_pos_a2_210;base
bd_bp_r_g_c_avg_arbor_dsx;Arboreal Battle Plate;Ranger;loa_r_bd;LoA;armor;;;;bd;;bp;r;dex;b_gui_ig_i_a_pos_a5_214;base
bd_ro_m_g_c_avg_woven_dsx;Woven Robe;Mage;loa_m_bd;LoA;armor;;;;bd;;ro;m;int;b_gui_ig_i_a_pos_a7_236;base
bd_ro_m_g_c_avg_spider_dsx;Spidersilk Robe;Mage;loa_m_bd;LoA;armor;;;;bd;;ro;m;int;b_gui_ig_i_a_pos_a7_221;base
bd_ro_m_g_c_avg_rubber_dsx;Fiber Robe;Mage;loa_m_bd;LoA;armor;;;;bd;;ro;m;int;b_gui_ig_i_a_pos_a7_208;base
bd_ro_m_g_c_avg_leaf_dsx;Leaf Robe;Mage;loa_m_bd;LoA;armor;;;;bd;;ro;m;int;b_gui_ig_i_a_pos_a7_219;base
bd_ro_m_g_c_avg_cebead_dsx;Ceramic Beaded Robe;Mage;loa_m_bd;LoA;armor;;;;bd;;ro;m;int;b_gui_ig_i_a_pos_a7_225;base
bd_ro_m_g_c_avg_elbead_dsx;Elaborate Beaded Robe;Mage;loa_m_bd;LoA;armor;;;;bd;;ro;m;int;b_gui_ig_i_a_pos_a7_227;base
bd_ro_m_g_c_avg_hewoven_dsx;Steel Thread Robe;Mage;loa_m_bd;LoA;armor;;;;bd;;ro;m;int;b_gui_ig_i_a_pos_a7_237;base
bo_bo_sc_f_g_c_avg_alloy_dsx;Alloy Boots;Fighter;loa_f_hgb;LoA;armor;;;;bo;;sc;f;str;b_gui_ig_i_a_boot_500;base
bo_bo_sc_f_g_c_avg_alloy2_dsx;Transcendant Boots;Fighter;loa_f_hgb;LoA;armor;;;;bo;;sc;f;str;b_gui_ig_i_a_boot_500;base
bo_sh_sc_m_g_c_avg_woven_dsx;Woven Shoes;Mage;loa_m_hgb;LoA;armor;;;;bo;;sc;m;int;b_gui_ig_i_a_boot_509;base
bo_bo_sc_m_g_c_avg_beaded_dsx;Beaded Boots;Mage;loa_m_hgb;LoA;armor;;;;bo;;sc;m;int;b_gui_ig_i_a_boot_506;base
bo_bo_sc_m_g_c_avg_geared_dsx;Geared Boots;Mage;loa_m_hgb;LoA;armor;;;;bo;;sc;m;int;b_gui_ig_i_a_boot_505;base
bo_bo_sc_m_g_c_avg_ceramic_dsx;Ceramic Boots;Mage;loa_m_hgb;LoA;armor;;;;bo;;sc;m;int;b_gui_ig_i_a_boot_507;base
bo_bo_sc_m_g_c_avg_beaded2_dsx;Jeweled Boots;Mage;loa_m_hgb;LoA;armor;;;;bo;;sc;m;int;b_gui_ig_i_a_boot_506;base
bo_sh_sc_m_g_c_avg_woven2_dsx;Occult Shoes;Mage;loa_m_hgb;LoA;armor;;;;bo;;sc;m;int;b_gui_ig_i_a_boot_509;base
bo_bo_sc_m_g_c_avg_ceramic2_dsx;Etched Boots;Mage;loa_m_hgb;LoA;armor;;;;bo;;sc;m;int;b_gui_ig_i_a_boot_507;base
bo_bo_sc_m_g_c_avg_geared2_dsx;Recondite Boots;Mage;loa_m_hgb;LoA;armor;;;;bo;;sc;m;int;b_gui_ig_i_a_boot_505;base
bo_sh_sc_r_g_c_avg_rubber_dsx;Fiber Shoes;Ranger;loa_r_hgb;LoA;armor;;;;bo;;sc;r;dex;b_gui_ig_i_a_boot_502;base
bo_bo_sc_r_g_c_avg_flywing_dsx;Flywing Boots;Ranger;loa_r_hgb;LoA;armor;;;;bo;;sc;r;dex;b_gui_ig_i_a_boot_504;base
bo_sh_sc_r_g_c_avg_bug_dsx;Chitin Shoes;Ranger;loa_r_hgb;LoA;armor;;;;bo;;sc;r;dex;b_gui_ig_i_a_boot_508;base
bo_bo_sc_r_g_c_avg_rubber_dsx;Fiber Boots;Ranger;loa_r_hgb;LoA;armor;;;;bo;;sc;r;dex;b_gui_ig_i_a_boot_501;base
bo_sh_sc_r_g_c_avg_flywing_dsx;Flywing Shoes;Ranger;loa_r_hgb;LoA;armor;;;;bo;;sc;r;dex;b_gui_ig_i_a_boot_503;base
bo_sh_sc_r_g_c_avg_bug2_dsx;Exoskeleton Shoes;Ranger;loa_r_hgb;LoA;armor;;;;bo;;sc;r;dex;b_gui_ig_i_a_boot_502;base
bo_sh_sc_r_g_c_avg_rubber2_dsx;Midnight Boots;Ranger;loa_r_hgb;LoA;armor;;;;bo;;sc;r;dex;b_gui_ig_i_a_boot_508;base
bo_sh_sc_r_g_c_avg_flywing2_dsx;Arboreal Boots;Ranger;loa_r_hgb;LoA;armor;;;;bo;;sc;r;dex;b_gui_ig_i_a_boot_503;base
gl_ga_sc_f_g_c_avg_alloy_dsx;Alloy Gauntlets;Fighter;loa_f_hgb;LoA;armor;;;;gl;;sc;f;str;b_gui_ig_i_a_gntl_300;base
gl_ga_sc_f_g_c_avg_alloy2_dsx;Transcendant Gauntlets;Fighter;loa_f_hgb;LoA;armor;;;;gl;;sc;f;str;b_gui_ig_i_a_gntl_300;base
gl_gl_sc_m_g_c_avg_woven_dsx;Woven Gloves;Mage;loa_m_hgb;LoA;armor;;;;gl;;sc;m;int;b_gui_ig_i_a_gntl_309;base
gl_ga_sc_m_g_c_avg_beaded_dsx;Beaded Gauntlets;Mage;loa_m_hgb;LoA;armor;;;;gl;;sc;m;int;b_gui_ig_i_a_gntl_306;base
gl_ga_sc_m_g_c_avg_geared_dsx;Geared Gauntlets;Mage;loa_m_hgb;LoA;armor;;;;gl;;sc;m;int;b_gui_ig_i_a_gntl_305;base
gl_ga_sc_m_g_c_avg_beaded2_dsx;Jeweled Gauntlets;Mage;loa_m_hgb;LoA;armor;;;;gl;;sc;m;int;b_gui_ig_i_a_gntl_306;base
gl_ga_sc_m_g_c_avg_electric_dsx;Electric Gauntlets;Mage;loa_m_hgb;LoA;armor;;;;gl;;sc;m;int;b_gui_ig_i_a_gntl_307;base
gl_gl_sc_m_g_c_avg_woven2_dsx;Occult Gloves;Mage;loa_m_hgb;LoA;armor;;;;gl;;sc;m;int;b_gui_ig_i_a_gntl_309;base
gl_ga_sc_m_g_c_avg_electric2_dsx;Recondite Gauntlets;Mage;loa_m_hgb;LoA;armor;;;;gl;;sc;m;int;b_gui_ig_i_a_gntl_307;base
gl_gl_sc_r_g_c_avg_leaf_dsx;Cured Leaf Gloves;Ranger;loa_r_hgb;LoA;armor;;;;gl;;sc;r;dex;b_gui_ig_i_a_gntl_302;base
gl_ra_ga_m_ba_f_g_c_fin_starfield_dsx;Starfield Gauntlets;Ranger;loa_r_hgb;LoA;armor;;;;gl;rare;;;dex;b_gui_ig_i_a_gntl_310;base
gl_gl_sc_r_g_c_avg_flywing_dsx;Flywing Gloves;Ranger;loa_r_hgb;LoA;armor;;;;gl;;sc;r;dex;b_gui_ig_i_a_gntl_303;base
gl_gl_sc_r_g_c_avg_shell_dsx;Shell Gloves;Ranger;loa_r_hgb;LoA;armor;;;;gl;;sc;r;dex;b_gui_ig_i_a_gntl_308;base
gl_gl_sc_r_g_c_avg_rubber_dsx;Fiber Gloves;Ranger;loa_r_hgb;LoA;armor;;;;gl;;sc;r;dex;b_gui_ig_i_a_gntl_301;base
gl_ga_sc_r_g_c_avg_flywing_dsx;Flywing Gauntlets;Ranger;loa_r_hgb;LoA;armor;;;;gl;;sc;r;dex;b_gui_ig_i_a_gntl_304;base
gl_gl_sc_r_g_c_avg_shell2_dsx;Exoskeleton Gloves;Ranger;loa_r_hgb;LoA;armor;;;;gl;;sc;r;dex;b_gui_ig_i_a_gntl_308;base
gl_gl_sc_r_g_c_avg_rubber2_dsx;Midnight Gloves;Ranger;loa_r_hgb;LoA;armor;;;;gl;;sc;r;dex;b_gui_ig_i_a_gntl_301;base
gl_gl_sc_r_g_c_avg_leaf2_dsx;Arboreal Gloves;Ranger;loa_r_hgb;LoA;armor;;;;gl;;sc;r;dex;b_gui_ig_i_a_gntl_302;base
he_op_pl_f_ofkhar_dsx;Helm of Khar;Fighter;loa_f_hgb;LoA;armor;;excluded;;he;;pl;f;;b_gui_ig_i_a_hlmt_430;
2w_he_op_pl_f_ofkhar_dsx;Super Helm of Khar;Fighter;loa_f_hgb;LoA;armor;Veteran;excluded;;he;;pl;f;;b_gui_ig_i_a_hlmt_430;
3w_he_op_pl_f_ofkhar_dsx;Supreme Helm of Khar;Fighter;loa_f_hgb;LoA;armor;Elite;excluded;;he;;pl;f;;b_gui_ig_i_a_hlmt_430;
he_ra_ca_le_avg_pimp;Mac Daddy Cap of Procurement;;x_any;LoA;armor;;excluded;;he;rare;le;;;b_gui_ig_i_a_hlmt_441;
he_ca_pl_f_alloy_dsx;Alloy Dome;Fighter;loa_f_hgb;LoA;armor;;;;he;;pl;f;str;b_gui_ig_i_a_hlmt_400;base
he_op_pl_f_allow_crown_dsx;Alloy Crown;Fighter;loa_f_hgb;LoA;armor;;;;he;;pl;f;str;b_gui_ig_i_a_hlmt_405;base
he_op_pl_m_bone_crown_dsx;Bone Crown;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_414;base
