Template;Variant;SCM Shop;Rarity;Excluded;Screen Name;Stance;LoA;Equipment Type;Item Set;Item Type;Req. Stat;ModMin;ModMax
gl_ra_gl_ch_f_g_c_fin;c_mag;v_f_gl_s;rare;;Sultan Gloves;Fighter;;armor;;gl;str;11;15
gl_ra_gl_ch_f_g_c_fin;c_str;v_f_gl_s;rare;;Sultan Gloves;Fighter;;armor;;gl;str;6;11
gl_ra_gl_ch_f_g_c_fin;o_fin;v_f_gl_s;rare;;Sultan Gloves;Fighter;;armor;;gl;str;4;9
gl_ra_gl_ch_f_g_c_fin;o_str;v_f_gl_s;rare;;Sultan Gloves;Fighter;;armor;;gl;str;9;13
gl_ra_gl_le_f_g_c_fin;base;v_f_gl_s;rare;;Punisher Gloves;Fighter;;armor;;gl;str;1;3
gl_ra_gl_le_f_g_c_fin;o_fin;v_f_gl_s;rare;;Punisher Gloves;Fighter;;armor;;gl;str;2;4
gl_ra_gl_sc_f_g_c_fin;base;v_f_gl_s;rare;;Rock Scale Gloves;Fighter;;armor;;gl;str;1;3
gl_ra_gl_sc_f_g_c_fin;o_fin;v_f_gl_s;rare;;Rock Scale Gloves;Fighter;;armor;;gl;str;3;7
gl_ra_gl_sc_f_g_c_fin;o_str;v_f_gl_s;rare;;Rock Scale Gloves;Fighter;;armor;;gl;str;7;10
gl_ra_gl_sl_f_g_c_fin;base;v_f_gl_s;rare;;Secure Gloves;Fighter;;armor;;gl;str;1;3
gl_ra_gl_sl_f_g_c_fin;o_fin;v_f_gl_s;rare;;Secure Gloves;Fighter;;armor;;gl;str;2;4
gl_un_gl_br_f_spider;base;v_f_gl_s;unique;;Black Widow Gauntlets;Fighter;;armor;;gl;str;3;19
gl_un_gl_ch_r_green;base;v_r_amr_s;unique;;Woodland Gloves;Ranger;;armor;;gl;str;4;20
gl_un_gl_pl_f_crystal;base;v_f_gl_s;unique;;Crystal Gauntlets;Fighter;;armor;;gl;str;3;25
gl_un_gl_ro_m_molten;base;v_f_gl_s;unique;;Molten Gloves;Fighter;;armor;;gl;str;7;38
gl_un_gl_sc_f_dragon;base;v_f_gl_s;unique;;Serpentine Gauntlets;Fighter;;armor;;gl;str;5;35
he_ca_le_avg;base;v_any;;;Leather Cap;;;armor;;he;;0;0
he_ca_pl_avg;base;v_f_he_n;;;Steel Cap;Fighter;;armor;;he;str;0;0
he_ca_pl_blue;base;v_f_he_n;;;Iron Helm;Fighter;;armor;;he;str;1;3
he_ca_pl_blue_02;base;v_f_he_n;;;Onyx Helm;Fighter;;armor;;he;str;4;6
he_ca_pl_cap;base;v_f_he_n;;;Plate Cap;Fighter;;armor;;he;str;0;0
he_ca_pl_cap_brown;base;v_f_he_n;;;Earthen Helm;Fighter;;armor;;he;str;0;0
he_ca_pl_dome;base;v_f_he_n;;;Dome Cap;Fighter;;armor;;he;str;0;1
he_ca_pl_fin;base;v_f_he_n;;;Ridge Helm;Fighter;;armor;;he;str;2;4
he_ca_pl_mag;base;v_f_he_n;;;Brow Cap;Fighter;;armor;;he;str;2;5
he_ca_pl_ornage;base;v_f_he_n;;;Solar Cap;Fighter;;armor;;he;str;2;3
he_ca_ro_felt_01;base;v_m_hgb_n;;;Felt Cap;Mage;;armor;;he;;1;2
he_ca_ro_felt_02;base;v_m_hgb_n;;;Felt Cap;Mage;;armor;;he;;1;2
he_ca_ro_felt_03;base;v_m_hgb_n;;;Felt Cap;Mage;;armor;;he;;0;1
he_ca_ro_felt_04;base;v_m_hgb_n;;;Felt Cap;Mage;;armor;;he;int;2;3
he_ca_ro_flat_01;base;v_m_hgb_n;;;Flat Cap;Mage;;armor;;he;int;1;5
he_ca_ro_flat_02;base;v_m_hgb_n;;;Flat Cap;Mage;;armor;;he;int;3;9
he_ca_ro_flat_03;base;v_m_hgb_n;;;Flat Cap;Mage;;armor;;he;int;5;12
he_ca_ro_flat_04;base;v_m_hgb_n;;;Flat Cap;Mage;;armor;;he;int;8;14
he_ca_ro_gemblue;base;v_m_hgb_n;;;Gem Cap;Mage;;armor;;he;;2;6
he_ca_ro_green;base;v_m_hgb_n;;;Fabric Cap;Mage;;armor;;he;;2;6
he_ca_ro_slope_01;base;v_m_hgb_n;;;Peak Cap;Mage;;armor;;he;;1;2
he_ca_ro_slope_02;base;v_m_hgb_n;;;Peak Cap;Mage;;armor;;he;;0;1
he_ca_ro_slope_03;base;v_m_hgb_n;;;Peak Cap;Mage;;armor;;he;;0;0
he_ca_ro_slope_04;base;v_m_hgb_n;;;Peak Cap;Mage;;armor;;he;int;1;3
he_ca_ro_thin_01;base;v_m_hgb_n;;;Thin Cap;Mage;;armor;;he;int;2;5
he_ca_ro_thin_02;base;v_m_hgb_n;;;Thin Cap;Mage;;armor;;he;;0;1
he_ca_ro_thin_03;base;v_m_hgb_n;;;Thin Cap;Mage;;armor;;he;;1;2
he_ca_ro_thin_04;base;v_m_hgb_n;;;Thin Cap;Mage;;armor;;he;;0;0
he_ca_ro_turban_01;base;v_m_hgb_n;;;Coiled Cap;Mage;;armor;;he;int;0;3
he_ca_ro_turban_02;base;v_m_hgb_n;;;Coiled Cap;Mage;;armor;;he;int;1;4
he_ca_ro_turban_03;base;v_m_hgb_n;;;Coiled Cap;Mage;;armor;;he;int;2;5
he_ca_ro_turban_04;base;v_m_hgb_n;;;Coiled Cap;Mage;;armor;;he;int;3;6
he_ca_ro_wizard_01;base;v_m_hgb_n;;;Wizard Cap;Mage;;armor;;he;int;0;1
he_ca_ro_wizard_02;base;v_m_hgb_n;;;Wizard Cap;Mage;;armor;;he;int;0;3
he_ca_ro_wizard_03;base;v_m_hgb_n;;;Wizard Cap;Mage;;armor;;he;int;2;4
he_ca_ro_wizard_04;base;v_m_hgb_n;;;Wizard Cap;Mage;;armor;;he;int;3;6
he_ca_ro_wizard_05;base;v_m_hgb_n;;;Wizard Cap;Mage;;armor;;he;int;4;7
he_ca_ro_wizard_06;base;v_m_hgb_n;;;Wizard Cap;Mage;;armor;;he;int;5;8
he_ca_ro_wizard_07;base;v_m_hgb_n;;;Wizard Cap;Mage;;armor;;he;int;6;9
he_ca_ro_wooly_01;base;v_m_hgb_n;;;Wooly Cap;Mage;;armor;;he;;0;0
he_ca_ro_wooly_02;base;v_m_hgb_n;;;Wooly Cap;Mage;;armor;;he;;0;1
he_ca_ro_wooly_03;base;v_m_hgb_n;;;Wooly Cap;Mage;;armor;;he;int;1;3
he_ca_ro_wooly_04;base;v_m_hgb_n;;;Wooly Cap;Mage;;armor;;he;int;2;5
he_ca_ro_woven_01;base;v_m_hgb_n;;;Thicket Helm;Mage;;armor;;he;int;0;3
he_ca_ro_woven_02;base;v_m_hgb_n;;;Woven Cap;Mage;;armor;;he;int;0;1
he_ca_ro_woven_03;base;v_m_hgb_n;;;Woven Cap;Mage;;armor;;he;int;2;4
he_ca_ro_woven_04;base;v_m_hgb_n;;;Woven Cap;Mage;;armor;;he;int;2;35
he_ca_sl_avg;base;v_f_he_n;;;Studded Cap;Fighter;;armor;;he;str;0;0
he_fu_bronze;base;v_f_he_n;;;Bronze Helm;Fighter;;armor;;he;str;0;8
he_fu_bronze_02;base;v_f_he_n;;;Centaur Helm;Fighter;;armor;;he;str;0;7
he_fu_pl_desert;base;v_f_he_n;;;Desert Helm;Fighter;;armor;;he;str;0;6
he_fu_pl_grate;base;v_f_he_n;;;Slotted Helm;Fighter;;armor;;he;str;7;10
he_fu_pl_horn_avg;base;v_f_he_n;;;Horned Helm;Fighter;;armor;;he;str;0;10
he_fu_pl_horn_fin;base;v_f_he_n;;;Bull Helm;Fighter;;armor;;he;str;5;11
he_fu_pl_horn_fin_02;base;v_f_he_n;;;Brute Helm;Fighter;;armor;;he;str;9;13
he_fu_pl_horn_fin_03;base;v_f_he_n;;;Black Helm;Fighter;;armor;;he;str;10;15
he_fu_pl_horn_mag;base;v_f_he_n;;;Regal Helm;Fighter;;armor;;he;str;10;14
he_fu_pl_horn_mag_02;base;v_f_he_n;;;Raven Helm;Fighter;;armor;;he;str;11;16
he_fu_pl_knight;base;v_f_he_n;;;Great Helm;Fighter;;armor;;he;str;0;9
he_fu_pl_knight_02;base;v_f_he_n;;;Blaster Helm;Fighter;;armor;;he;str;4;10
he_fu_pl_knight_fin;base;v_f_he_n;;;Knight Helm;Fighter;;armor;;he;str;5;13
he_fu_pl_knight_fin_02;base;v_f_he_n;;;Karlat's Magic Helm;Fighter;;armor;;he;str;12;15
he_fu_pl_knight_fin_03;base;v_f_he_s;;excluded;Sightless Helm;Fighter;;armor;;he;str;12;17
he_fu_pl_knight_str;base;v_f_he_n;;;War Helm;Fighter;;armor;;he;str;0;8
he_fu_pl_knight_str_02;base;v_f_he_n;;;Bluster Helm;Fighter;;armor;;he;str;5;12
he_fu_pl_smallwings;base;v_f_he_n;;;Hawk Helm;Fighter;;armor;;he;str;8;11
he_fu_pl_smallwings_02;base;v_f_he_n;;;Guardian Helm;Fighter;;armor;;he;str;9;12
he_fu_pl_smallwings_kavaren;base;v_f_he_s;;excluded;Utraean Helm;Fighter;;armor;;he;str;0;0
he_fu_pl_spike;base;v_f_he_n;;;Spiked Helm;Fighter;;armor;;he;str;0;10
he_fu_pl_str;base;v_f_he_n;;;Heavy Helm;Fighter;;armor;;he;str;0;8
he_op_bigwings;base;v_f_he_n;;;Soaring Helm;Fighter;;armor;;he;str;4;5
he_op_bigwings_02;base;v_f_he_n;;;Winged Helm;Fighter;;armor;;he;str;5;8
he_op_pl_avg;base;v_f_he_n;;;Sentry Helm;Fighter;;armor;;he;str;0;0
he_op_pl_cone;base;v_f_he_n;;;Tusk Helm;Fighter;;armor;;he;str;1;2
he_op_pl_eyes;base;v_f_he_n;;;Face Helm;Fighter;;armor;;he;str;0;2
he_op_pl_roman;base;v_f_he_n;;;Parade Helm;Fighter;;armor;;he;str;0;4
he_op_pl_roman_02;base;v_f_he_n;;;Sovereign Helm;Fighter;;armor;;he;str;5;6
he_op_pl_santa;base;v_f_he_n;;;Crimson Helm;Fighter;;armor;;he;str;0;4
he_op_pl_santa_02;base;v_f_he_n;;;Dashing Helm;Fighter;;armor;;he;str;5;7
he_ra_ca_le_avg;base;v_any;rare;;Pauper Cap;;;armor;;he;;0;11
he_ra_ca_pl_avg;base;v_f_he_s;rare;;Snug Cap;Fighter;;armor;;he;str;2;23
he_ra_ca_pl_cap;base;v_f_he_s;rare;;Wanderer Cap;Fighter;;armor;;he;str;1;15
he_ra_ca_pl_dome;base;v_f_he_s;rare;;Sheen Cap;Fighter;;armor;;he;str;1;12
he_ra_ca_ro_felt_01;base;v_m_hgb_s;rare;;Rustic Cap;Mage;;armor;;he;int;1;12
he_ra_ca_ro_flat_02;base;v_m_hgb_s;rare;;Pressed Cap;Mage;;armor;;he;int;2;24
he_ra_ca_ro_slope_04;base;v_m_hgb_s;rare;;Cerebral Cap;Mage;;armor;;he;int;1;13
he_ra_ca_ro_thin_04;base;v_m_hgb_s;rare;;Scratchy Cap;Mage;;armor;;he;;0;9
he_ra_ca_ro_wizard_03;base;v_m_hgb_s;rare;;Knowledge Cap;Mage;;armor;;he;int;1;17
he_ra_ca_ro_wizard_04;base;v_m_hgb_s;rare;;Knowledge Cap;Mage;;armor;;he;;2;6
he_ra_ca_ro_wizard_06;base;v_m_hgb_s;rare;;Knowledge Cap;Mage;;armor;;he;int;1;26
he_ra_ca_ro_wooly_02;base;v_m_hgb_s;rare;;Warmth Cap;Mage;;armor;;he;int;1;11
he_ra_ca_ro_wooly_04;base;v_m_hgb_s;rare;;Warmth Cap;Mage;;armor;;he;int;1;18
he_ra_ca_ro_woven_03;base;v_m_hgb_s;rare;;Loom Cap;Mage;;armor;;he;int;1;13
he_ra_ca_sl_avg;base;v_f_he_s;rare;;Traveling Cap;Fighter;;armor;;he;str;1;13
he_ra_fu_pl_desert;base;v_f_he_s;rare;;Seething Helm;Fighter;;armor;;he;str;4;53
he_ra_fu_pl_horn_fin;base;v_f_he_s;rare;;Gore Helm;Fighter;;armor;;he;str;5;76
he_ra_fu_pl_horn_mag;base;v_f_he_s;rare;;Conqueror Helm;Fighter;;armor;;he;str;6;82
he_ra_fu_pl_knight;base;v_f_he_s;rare;;Echo Helm;Fighter;;armor;;he;str;4;61
he_ra_fu_pl_knight_fin;base;v_f_he_s;rare;;Bloody Helm;Fighter;;armor;;he;str;5;77
he_ra_fu_pl_knight_fin_02;base;v_f_he_s;rare;;Bloody Helm;Fighter;;armor;;he;str;6;87
he_ra_fu_pl_knight_str;base;v_f_he_s;rare;;Menacing Helm;Fighter;;armor;;he;str;5;72
he_ra_fu_pl_spike;base;v_f_he_s;rare;;Prickly Helm;Fighter;;armor;;he;str;5;64
he_ra_fu_pl_str;base;v_f_he_s;rare;;Bolted Helm;Fighter;;armor;;he;str;5;69
he_ra_op_bigwings;base;v_f_he_s;rare;;Spirited Helm;Fighter;;armor;;he;str;2;34
he_ra_op_pl_avg;base;v_f_he_s;rare;;Jaw Helm;Fighter;;armor;;he;str;1;18
he_ra_op_pl_cone;base;v_f_he_s;rare;;Stature Helm;Fighter;;armor;;he;str;2;22
he_ra_op_pl_roman;base;v_f_he_s;rare;;Whiplash Helm;Fighter;;armor;;he;str;2;26
he_ra_un_fu_pl_skull;base;v_f_he_s;unique;;Disturbed Helm;Fighter;;armor;;he;str;5;72
he_ra_vi_pl_knight;base;v_f_he_s;rare;;Burdened Helm;Fighter;;armor;;he;str;3;43
he_un_ca_barbarian;base;v_f_he_s;unique;;Olaf's Helmet;Fighter;;armor;;he;str;1;2
he_un_ca_cowskull;base;v_f_he_s;unique;;Bovine Helm;Fighter;;armor;;he;str;0;5
he_un_ca_brim;base;v_f_he_s;unique;;Brimmed Hat;Fighter;;armor;;he;str;1;2
he_un_ca_moon;base;v_f_he_s;unique;;Luna Cap;Fighter;;armor;;he;str;4;5
he_un_ca_pl_guard_archer;base;v_f_he_s;unique;excluded;Archer Helm;Fighter;;armor;;he;str;0;0
he_un_ca_ro_warlock;base;v_m_hgb_s;unique;;Warlock Hat;Mage;;armor;;he;;2;100
he_un_ca_tallcrown;base;v_f_he_s;unique;;Imperial Helm;Fighter;;armor;;he;str;6;8
he_un_fu_crystal;base;v_f_he_s;unique;;Crystal Helm;Fighter;;armor;;he;str;5;11
he_un_fu_eyebrows;base;v_f_he_s;unique;;Eye Helm;Fighter;;armor;;he;str;2;6
he_un_fu_pl_fish;base;v_f_he_s;unique;;Fish Helm;Fighter;;armor;;he;str;0;6
he_un_fu_pl_fish_02;base;v_f_he_s;unique;;Dragonfly Helm;Fighter;;armor;;he;str;7;10
he_un_fu_pl_skull;base;v_f_he_s;unique;;Carnage Helm;Fighter;;armor;;he;str;9;12
he_un_mask_bone;base;v_f_he_s;unique;;Bone Helm;Fighter;;armor;;he;str;0;6
he_un_op_pl_guard_captain;base;v_f_he_s;unique;excluded;Captain Helm;Fighter;;armor;;he;str;0;0
he_un_op_pl_guard_fighter;base;v_f_he_s;unique;excluded;Guard Helm;Fighter;;armor;;he;str;0;0
he_un_spider;base;v_f_he_s;unique;;Black Widow Helmet;Fighter;;armor;;he;str;4;9
he_un_vi_dragon;base;v_f_he_s;unique;;Serpentine Helmet;Fighter;;armor;;he;str;7;15
he_un_vi_moto;base;v_f_he_s;unique;;Challenger Helm;Fighter;;armor;;he;str;5;11
he_vi_pl_knight;base;v_f_he_n;;;Knight Helm;Fighter;;armor;;he;str;0;5
sh_m_g_c_r_s_avg;c_mag;v_f_sh_n;;;Metal Buckler;Fighter;;armor;;sh;str;5;7
sh_m_g_c_r_s_avg;c_str;v_f_sh_n;;;Metal Buckler;Fighter;;armor;;sh;str;3;5
sh_m_g_c_r_s_avg;o_avg;v_f_sh_n;;;Metal Buckler;Fighter;;armor;;sh;str;2;3
sh_m_g_c_r_s_avg;o_fin;v_f_sh_n;;;Metal Buckler;Fighter;;armor;;sh;str;2;4
sh_m_g_c_r_s_avg;o_mag;v_f_sh_n;;;Metal Buckler;Fighter;;armor;;sh;str;6;8
sh_m_g_c_r_s_avg;o_str;v_f_sh_n;;;Metal Buckler;Fighter;;armor;;sh;str;4;6
sh_m_g_c_r_s_low;;v_f_sh_n;;;Rusted Metal Buckler;Fighter;;armor;;sh;;;
sh_ra_m_c_h_s_practice;base;v_f_sh_s;rare;;Practice Shield;Fighter;;armor;;sh;str;2;9
sh_ra_m_c_k_m_practice;base;v_f_sh_s;rare;;Practice Kite Shield;Fighter;;armor;;sh;str;4;23
sh_ra_m_c_r_l_stamp;base;v_f_sh_s;rare;;Stamp Shield;Fighter;;armor;;sh;str;0;28
sh_ra_m_c_r_m_decrepit;base;v_f_sh_s;rare;;Decrepit Shield;Fighter;;armor;;sh;;0;2
sh_ra_m_c_r_m_rivet;base;v_f_sh_s;rare;;Rivet Buckler;Fighter;;armor;;sh;str;0;28
sh_ra_m_c_r_m_serrated;base;v_f_sh_s;rare;;Serrated Shield;Fighter;;armor;;sh;str;8;42
sh_ra_m_c_r_m_strapped;base;v_f_sh_s;rare;;Strapped Shield;Fighter;;armor;;sh;str;0;10
sh_ra_m_c_r_m_wreath;base;v_f_sh_s;rare;;Wreath Shield;Fighter;;armor;;sh;str;0;16
sh_ra_m_g_o_r_s_fin;o_str;v_f_sh_s;rare;;Tortoise Shield;Fighter;;armor;;sh;str;6;9
sh_ra_m_o_h_s_spine;base;v_f_sh_s;rare;;Spine Shield;Fighter;;armor;;sh;str;0;17
sh_ra_m_o_r_m_cinder;base;v_f_sh_s;rare;;Crimson Shield;Fighter;;armor;;sh;str;3;17
sh_ra_m_o_r_m_disc;base;v_f_sh_s;rare;;Disc Shield;Fighter;;armor;;sh;str;8;43
sh_ra_m_o_r_m_frost;base;v_f_sh_s;rare;;Frost Shield;Fighter;;armor;;sh;str;4;19
sh_ra_m_o_r_m_quad;base;v_f_sh_s;rare;;Quad Shield;Fighter;;armor;;sh;str;9;48
sh_ra_m_o_r_m_shell;base;v_f_sh_s;rare;;Shell Shield;Fighter;;armor;;sh;str;8;40
sh_ra_m_o_r_s_etched;base;v_f_sh_s;rare;;Etched Shield;Fighter;;armor;;sh;str;3;18
sh_ra_w_c_c_m_strike;base;v_f_sh_s;rare;;Strike Shield;Fighter;;armor;;sh;str;0;15
sh_ra_w_c_k_m_braced;base;v_f_sh_s;rare;;Braced Shield;Fighter;;armor;;sh;str;0;30
sh_ra_w_c_k_s_pelt;base;v_f_sh_s;rare;;Pelt Shield;Fighter;;armor;;sh;;0;1
sh_ra_w_g_c_h_m_fin;base;v_f_sh_s;rare;;Ordained Shield;Fighter;;armor;;sh;str;1;2
sh_ra_w_g_c_h_m_fin;c_str;v_f_sh_s;rare;;Ordained Shield;Fighter;;armor;;sh;str;4;7
sh_ra_w_g_c_h_m_fin;o_fin;v_f_sh_s;rare;;Ordained Shield;Fighter;;armor;;sh;str;2;5
sh_ra_w_g_c_k_l_fin;base;v_f_sh_s;rare;;Forged Shield;Fighter;;armor;;sh;str;1;5
sh_ra_w_g_c_k_l_fin;c_str;v_f_sh_s;rare;;Forged Shield;Fighter;;armor;;sh;str;8;14
sh_ra_w_g_c_k_l_fin;o_fin;v_f_sh_s;rare;;Forged Shield;Fighter;;armor;;sh;str;5;12
sh_ra_w_g_c_k_l_fin;o_str;v_f_sh_s;rare;;Forged Shield;Fighter;;armor;;sh;str;11;17
sh_ra_w_g_c_k_m_fin;base;v_f_sh_s;rare;;Clobber Shield;Fighter;;armor;;sh;str;1;3
sh_ra_w_g_c_k_m_fin;c_mag;v_f_sh_s;rare;;Clobber Shield;Fighter;;armor;;sh;str;9;13
sh_ra_w_g_c_k_m_fin;c_str;v_f_sh_s;rare;;Clobber Shield;Fighter;;armor;;sh;str;5;9
sh_ra_w_g_c_k_m_fin;o_mag;v_f_sh_s;rare;;Clobber Shield;Fighter;;armor;;sh;str;12;50
sh_ra_w_g_c_k_m_fin;o_str;v_f_sh_s;rare;;Clobber Shield;Fighter;;armor;;sh;str;7;11
sh_ra_w_g_c_r_m_fin;base;v_f_sh_s;rare;;Forthright Shield;Fighter;;armor;;sh;str;0;0
sh_ra_w_g_c_r_m_fin;o_fin;v_f_sh_s;rare;;Forthright Shield;Fighter;;armor;;sh;str;3;5
sh_ra_w_g_c_r_m_fin;o_mag;v_f_sh_s;rare;;Forthright Shield;Fighter;;armor;;sh;str;10;24
sh_ra_w_g_c_r_m_fin;o_str;v_f_sh_s;rare;;Forthright Shield;Fighter;;armor;;sh;str;5;11
sh_ra_w_g_c_r_s_fin;base;v_f_sh_s;rare;;Impact Shield;Fighter;;armor;;sh;str;1;3
sh_ra_w_g_c_r_s_fin;o_fin;v_f_sh_s;rare;;Impact Shield;Fighter;;armor;;sh;str;2;4
sh_ra_w_g_o_k_m_fin;base;v_f_sh_s;rare;;Clipper Shield;Fighter;;armor;;sh;str;9;33
sh_ra_w_g_o_t_l_avg;base;v_f_sh_s;rare;;Savior Shield;Fighter;;armor;;sh;str;6;13
sh_ra_w_g_o_t_l_avg;c_fin;v_f_sh_s;rare;;Savior Shield;Fighter;;armor;;sh;str;7;17
sh_ra_w_g_o_t_l_avg;c_mag;v_f_sh_s;rare;;Savior Shield;Fighter;;armor;;sh;str;14;101
sh_ra_w_g_o_t_l_avg;c_str;v_f_sh_s;rare;;Savior Shield;Fighter;;armor;;sh;str;9;19
sh_ra_w_g_o_t_l_avg;o_fin;v_f_sh_s;rare;;Savior Shield;Fighter;;armor;;sh;str;8;28
sh_ra_w_g_o_t_l_avg;o_str;v_f_sh_s;rare;;Savior Shield;Fighter;;armor;;sh;str;14;101
sh_ra_w_o_k_m_haze;base;v_f_sh_s;rare;;Haze Shield;Fighter;;armor;;sh;str;0;20
sh_u_g_c_k_l_avg;base;v_f_sh_s;;excluded;Mystic Kite Shield;Fighter;;armor;;sh;str;0;5
sh_u_g_c_r_m_avg;;v_f_sh_n;;;Slat Shield;Fighter;;armor;;sh;str;;
sh_u_g_c_r_s_avg;;v_f_sh_n;;;Stock Shield;Fighter;;armor;;sh;str;;
sh_un_kite_ice;base;v_f_sh_s;unique;;Ice Shield;Fighter;;armor;;sh;str;2;12
sh_un_m_c_h_m_mold;base;v_f_sh_s;unique;;Mold Shield;Fighter;;armor;;sh;str;7;35
sh_un_m_o_c_m_parade;base;v_f_sh_s;unique;;Parade Shield;Fighter;;armor;;sh;str;9;47
sh_un_m_o_c_m_vesicle;base;v_f_sh_s;unique;;Vesicle Shield;Fighter;;armor;;sh;str;9;47
sh_un_m_o_h_s_horn;base;v_f_sh_s;unique;;Horn Shield;Fighter;;armor;;sh;str;7;37
sh_un_m_o_h_s_ram;base;v_f_sh_s;unique;;Ram Shield;Fighter;;armor;;sh;str;5;25
sh_un_m_o_k_m_dermal;base;v_f_sh_s;unique;excluded;Dermal Shield;Fighter;;armor;;sh;str;4;19
sh_un_m_o_k_m_guardian;base;v_f_sh_s;unique;;Guardian Shield;Fighter;;armor;;sh;str;10;50
sh_un_m_o_k_m_maw;base;v_f_sh_s;unique;;Maw Shield;Fighter;;armor;;sh;str;4;22
sh_un_m_o_k_m_sumbioum;base;v_f_sh_s;unique;;Subioum Shield;Fighter;;armor;;sh;str;10;52
sh_un_m_o_r_m_aurora;base;v_f_sh_s;unique;;Aurora Shield;Fighter;;armor;;sh;str;6;33
sh_un_m_o_r_m_canker;base;v_f_sh_s;unique;;Canker Shield;Fighter;;armor;;sh;str;5;24
sh_un_m_o_r_m_chitin;base;v_f_sh_s;unique;;Chitin Shield;Fighter;;armor;;sh;str;5;27
sh_un_m_o_r_m_fury;base;v_f_sh_s;unique;;Fury Shield;Fighter;;armor;;sh;str;9;45
sh_un_m_o_r_m_spirit;base;v_f_sh_s;unique;;Spirit Shield;Fighter;;armor;;sh;str;11;57
sh_un_m_o_r_m_turtle;base;v_f_sh_s;unique;;Turtle Shield;Fighter;;armor;;sh;str;0;44
sh_un_w_o_h_m_beast;base;v_f_sh_s;unique;;Beast Shield;Fighter;;armor;;sh;str;10;53
sh_un_w_o_k_m_crown;base;v_f_sh_s;unique;;Crown Shield;Fighter;;armor;;sh;str;10;55
sh_w_g_c_h_m_avg;base;v_f_sh_n;;;Heater Shield;Fighter;;armor;;sh;str;0;0
sh_w_g_c_h_m_avg;c_mag;v_f_sh_n;;;Heater Shield;Fighter;;armor;;sh;str;7;10
sh_w_g_c_h_m_avg;c_str;v_f_sh_n;;;Heater Shield;Fighter;;armor;;sh;str;3;6
sh_w_g_c_h_m_avg;o_avg;v_f_sh_n;;;Heater Shield;Fighter;;armor;;sh;str;1;3
sh_w_g_c_h_m_avg;o_mag;v_f_sh_n;;;Heater Shield;Fighter;;armor;;sh;str;9;12
sh_w_g_c_h_m_avg;o_str;v_f_sh_n;;;Heater Shield;Fighter;;armor;;sh;str;5;8
sh_w_g_c_k_l_avg;base;v_f_sh_n;;;Large Kite Shield;Fighter;;armor;;sh;str;0;2
sh_w_g_c_k_l_avg;c_fin;v_f_sh_n;;;Large Kite Shield;Fighter;;armor;;sh;str;1;5
sh_w_g_c_k_l_avg;c_str;v_f_sh_n;;;Large Kite Shield;Fighter;;armor;;sh;str;8;14
sh_w_g_c_k_l_avg;o_avg;v_f_sh_n;;;Large Kite Shield;Fighter;;armor;;sh;str;3;8
sh_w_g_c_k_l_avg;o_str;v_f_sh_n;;;Large Kite Shield;Fighter;;armor;;sh;str;11;16
sh_w_g_c_k_m_avg;base;v_f_sh_n;;;Kite Shield;Fighter;;armor;;sh;str;0;0
sh_w_g_c_k_m_avg;c_fin;v_f_sh_n;;;Kite Shield;Fighter;;armor;;sh;str;1;3
sh_w_g_c_k_m_avg;c_mag;v_f_sh_n;;;Kite Shield;Fighter;;armor;;sh;str;9;12
sh_w_g_c_k_m_avg;c_str;v_f_sh_n;;;Kite Shield;Fighter;;armor;;sh;str;5;9
sh_w_g_c_k_m_avg;o_avg;v_f_sh_n;;;Kite Shield;Fighter;;armor;;sh;str;1;5
sh_w_g_c_k_m_avg;o_mag;v_f_sh_n;;;Kite Shield;Fighter;;armor;;sh;str;10;15
sh_w_g_c_k_m_avg;o_str;v_f_sh_n;;;Kite Shield;Fighter;;armor;;sh;str;7;10
sh_w_g_c_r_m_avg;base;v_f_sh_n;;;Wooden Shield;Fighter;;armor;;sh;str;0;0
sh_w_g_c_r_m_avg;c_mag;v_f_sh_n;;;Wooden Shield;Fighter;;armor;;sh;str;6;8
sh_w_g_c_r_m_avg;c_str;v_f_sh_n;;;Wooden Shield;Fighter;;armor;;sh;str;3;6
sh_w_g_c_r_m_avg;o_avg;v_f_sh_n;;;Wooden Shield;Fighter;;armor;;sh;str;2;4
sh_w_g_c_r_m_avg;o_fin;v_f_sh_n;;;Wooden Shield;Fighter;;armor;;sh;str;2;5
sh_w_g_c_r_m_avg;o_mag;v_f_sh_n;;;Wooden Shield;Fighter;;armor;;sh;str;7;9
sh_w_g_c_r_m_avg;o_str;v_f_sh_n;;;Wooden Shield;Fighter;;armor;;sh;str;5;7
sh_w_g_c_r_m_fun;;v_f_sh_n;;;Page Shield;Fighter;;armor;;sh;;;
sh_w_g_c_r_s_avg;c_fin;v_f_sh_n;;;Wooden Buckler;Fighter;;armor;;sh;str;1;2
sh_w_g_c_r_s_avg;c_mag;v_f_sh_n;;;Wooden Buckler;Fighter;;armor;;sh;str;5;7
sh_w_g_c_r_s_avg;c_str;v_f_sh_n;;;Wooden Buckler;Fighter;;armor;;sh;str;3;4
sh_w_g_c_r_s_avg;o_avg;v_f_sh_n;;;Wooden Buckler;Fighter;;armor;;sh;str;1;2
sh_w_g_c_r_s_avg;o_fin;v_f_sh_n;;;Wooden Buckler;Fighter;;armor;;sh;str;2;3
sh_w_g_c_r_s_avg;o_mag;v_f_sh_n;;;Wooden Buckler;Fighter;;armor;;sh;str;6;8
